time,gyro_roll,inter_time,inter_gyro_roll
,,18.15,-4.30E+02
,,18.16,-4.29E+02
,,18.17,-4.29E+02
,,18.18,-4.29E+02
,,18.19,-4.29E+02
,,18.2,-4.29E+02
,,18.21,-4.29E+02
,,18.22,-4.29E+02
,,18.23,-4.29E+02
,,18.24,-4.29E+02
,,18.25,-4.29E+02
,,18.26,-4.29E+02
,,18.27,-4.29E+02
,,18.28,-4.29E+02
,,18.29,-4.30E+02
,,18.3,-4.30E+02
,,18.31,-4.30E+02
,,18.32,-4.30E+02
,,18.33,-4.30E+02
,,18.34,-4.30E+02
,,18.35,-4.30E+02
,,18.36,-4.31E+02
,,18.37,-4.33E+02
,,18.38,-4.34E+02
,,18.39,-4.35E+02
,,18.4,-4.36E+02
,,18.41,-4.36E+02
,,18.42,-4.36E+02
,,18.43,-4.37E+02
,,18.44,-4.37E+02
,,18.45,-4.37E+02
,,18.46,-4.37E+02
,,18.47,-4.38E+02
,,18.48,-4.38E+02
,,18.49,-4.38E+02
,,18.5,-4.39E+02
,,18.51,-4.39E+02
,,18.52,-4.40E+02
,,18.53,-4.41E+02
,,18.54,-4.42E+02
,,18.55,-4.42E+02
,,18.56,-4.43E+02
,,18.57,-4.43E+02
,,18.58,-4.44E+02
,,18.59,-4.44E+02
,,18.6,-4.44E+02
,,18.61,-4.44E+02
,,18.62,-4.44E+02
,,18.63,-4.44E+02
,,18.64,-4.44E+02
,,18.65,-4.44E+02
,,18.66,-4.44E+02
,,18.67,-4.45E+02
,,18.68,-4.47E+02
,,18.69,-4.48E+02
,,18.7,-4.49E+02
,,18.71,-4.50E+02
,,18.72,-4.50E+02
,,18.73,-4.51E+02
,,18.74,-4.51E+02
,,18.75,-4.51E+02
,,18.76,-4.52E+02
,,18.77,-4.52E+02
,,18.78,-4.52E+02
,,18.79,-4.52E+02
,,18.8,-4.53E+02
,,18.81,-4.53E+02
,,18.82,-4.53E+02
,,18.83,-4.53E+02
,,18.84,-4.53E+02
,,18.85,-4.54E+02
,,18.86,-4.54E+02
,,18.87,-4.54E+02
,,18.88,-4.54E+02
,,18.89,-4.54E+02
,,18.9,-4.54E+02
,,18.91,-4.54E+02
,,18.92,-4.54E+02
,,18.93,-4.54E+02
,,18.94,-4.54E+02
,,18.95,-4.54E+02
,,18.96,-4.54E+02
,,18.97,-4.54E+02
,,18.98,-4.54E+02
,,18.99,-4.55E+02
,,19,-4.55E+02
,,19.01,-4.55E+02
,,19.02,-4.56E+02
,,19.03,-4.56E+02
,,19.04,-4.56E+02
,,19.05,-4.56E+02
,,19.06,-4.56E+02
,,19.07,-4.56E+02
,,19.08,-4.56E+02
,,19.09,-4.56E+02
,,19.1,-4.56E+02
,,19.11,-4.56E+02
,,19.12,-4.57E+02
,,19.13,-4.57E+02
,,19.14,-4.57E+02
,,19.15,-4.58E+02
,,19.16,-4.58E+02
,,19.17,-4.59E+02
,,19.18,-4.59E+02
,,19.19,-4.59E+02
,,19.2,-4.59E+02
,,19.21,-4.59E+02
,,19.22,-4.59E+02
,,19.23,-4.59E+02
,,19.24,-4.59E+02
,,19.25,-4.59E+02
,,19.26,-4.59E+02
,,19.27,-4.59E+02
,,19.28,-4.60E+02
,,19.29,-4.60E+02
,,19.3,-4.60E+02
,,19.31,-4.60E+02
,,19.32,-4.60E+02
,,19.33,-4.60E+02
,,19.34,-4.60E+02
,,19.35,-4.59E+02
,,19.36,-4.59E+02
,,19.37,-4.59E+02
,,19.38,-4.59E+02
,,19.39,-4.59E+02
,,19.4,-4.59E+02
,,19.41,-4.59E+02
,,19.42,-4.59E+02
,,19.43,-4.59E+02
,,19.44,-4.59E+02
,,19.45,-4.59E+02
,,19.46,-4.59E+02
,,19.47,-4.60E+02
,,19.48,-4.60E+02
,,19.49,-4.60E+02
,,19.5,-4.60E+02
,,19.51,-4.60E+02
,,19.52,-4.60E+02
,,19.53,-4.60E+02
,,19.54,-4.60E+02
,,19.55,-4.60E+02
,,19.56,-4.60E+02
,,19.57,-4.60E+02
,,19.58,-4.60E+02
,,19.59,-4.60E+02
,,19.6,-4.60E+02
,,19.61,-4.60E+02
,,19.62,-4.60E+02
,,19.63,-4.60E+02
,,19.64,-4.60E+02
,,19.65,-4.60E+02
,,19.66,-4.60E+02
,,19.67,-4.60E+02
,,19.68,-4.60E+02
,,19.69,-4.60E+02
,,19.7,-4.60E+02
,,19.71,-4.60E+02
,,19.72,-4.60E+02
,,19.73,-4.60E+02
,,19.74,-4.60E+02
,,19.75,-4.60E+02
,,19.76,-4.60E+02
,,19.77,-4.60E+02
,,19.78,-4.61E+02
,,19.79,-4.61E+02
,,19.8,-4.61E+02
,,19.81,-4.61E+02
,,19.82,-4.61E+02
,,19.83,-4.62E+02
,,19.84,-4.62E+02
,,19.85,-4.62E+02
,,19.86,-4.63E+02
,,19.87,-4.63E+02
,,19.88,-4.63E+02
,,19.89,-4.63E+02
,,19.9,-4.63E+02
,,19.91,-4.63E+02
,,19.92,-4.63E+02
,,19.93,-4.63E+02
,,19.94,-4.63E+02
,,19.95,-4.63E+02
,,19.96,-4.62E+02
,,19.97,-4.62E+02
,,19.98,-4.61E+02
,,19.99,-4.61E+02
,,20,-4.61E+02
,,20.01,-4.61E+02
,,20.02,-4.61E+02
,,20.03,-4.62E+02
,,20.04,-4.62E+02
,,20.05,-4.62E+02
,,20.06,-4.62E+02
,,20.07,-4.63E+02
,,20.08,-4.63E+02
,,20.09,-4.63E+02
,,20.1,-4.63E+02
,,20.11,-4.63E+02
,,20.12,-4.63E+02
,,20.13,-4.63E+02
,,20.14,-4.63E+02
,,20.15,-4.63E+02
,,20.16,-4.63E+02
,,20.17,-4.63E+02
,,20.18,-4.63E+02
,,20.19,-4.63E+02
,,20.2,-4.63E+02
,,20.21,-4.63E+02
,,20.22,-4.63E+02
,,20.23,-4.63E+02
,,20.24,-4.63E+02
,,20.25,-4.63E+02
,,20.26,-4.63E+02
,,20.27,-4.63E+02
,,20.28,-4.63E+02
,,20.29,-4.63E+02
,,20.3,-4.63E+02
,,20.31,-4.63E+02
,,20.32,-4.63E+02
,,20.33,-4.62E+02
,,20.34,-4.62E+02
,,20.35,-4.62E+02
,,20.36,-4.61E+02
,,20.37,-4.60E+02
,,20.38,-4.60E+02
,,20.39,-4.60E+02
,,20.4,-4.59E+02
,,20.41,-4.59E+02
,,20.42,-4.58E+02
,,20.43,-4.57E+02
,,20.44,-4.57E+02
,,20.45,-4.56E+02
,,20.46,-4.56E+02
,,20.47,-4.55E+02
,,20.48,-4.55E+02
,,20.49,-4.55E+02
,,20.5,-4.55E+02
,,20.51,-4.55E+02
,,20.52,-4.55E+02
,,20.53,-4.55E+02
,,20.54,-4.55E+02
,,20.55,-4.55E+02
,,20.56,-4.55E+02
,,20.57,-4.55E+02
,,20.58,-4.55E+02
,,20.59,-4.48E+02
,,20.6,-4.47E+02
,,20.61,-4.46E+02
,,20.62,-4.46E+02
,,20.63,-4.45E+02
,,20.64,-4.45E+02
,,20.65,-4.44E+02
,,20.66,-4.44E+02
,,20.67,-4.44E+02
,,20.68,-4.43E+02
,,20.69,-4.43E+02
,,20.7,-4.42E+02
,,20.71,-4.41E+02
,,20.72,-4.41E+02
,,20.73,-4.40E+02
,,20.74,-4.39E+02
,,20.75,-4.38E+02
,,20.76,-4.38E+02
,,20.77,-4.37E+02
,,20.78,-4.35E+02
,,20.79,-4.34E+02
,,20.8,-4.33E+02
,,20.81,-4.30E+02
,,20.82,-4.27E+02
,,20.83,-4.24E+02
,,20.84,-4.21E+02
,,20.85,-4.18E+02
,,20.86,-4.15E+02
,,20.87,-4.13E+02
,,20.88,-4.11E+02
,,20.89,-4.11E+02
,,20.9,-4.11E+02
,,20.91,-4.10E+02
,,20.92,-4.09E+02
,,20.93,-4.06E+02
,,20.94,-4.03E+02
,,20.95,-4.00E+02
,,20.96,-3.97E+02
,,20.97,-3.93E+02
,,20.98,-3.90E+02
,,20.99,-3.88E+02
,,21,-3.86E+02
,,21.01,-3.84E+02
,,21.02,-3.82E+02
,,21.03,-3.80E+02
,,21.04,-3.78E+02
,,21.05,-3.76E+02
,,21.06,-3.75E+02
,,21.07,-3.73E+02
,,21.08,-3.71E+02
,,21.09,-3.70E+02
,,21.1,-3.69E+02
,,21.11,-3.67E+02
,,21.12,-3.66E+02
,,21.13,-3.64E+02
,,21.14,-3.63E+02
,,21.15,-3.61E+02
,,21.16,-3.60E+02
,,21.17,-3.59E+02
,,21.18,-3.59E+02
,,21.19,-3.59E+02
,,21.2,-3.59E+02
,,21.21,-3.59E+02
,,21.22,-3.59E+02
,,21.23,-3.59E+02
,,21.24,-3.59E+02
,,21.25,-3.59E+02
,,21.26,-3.59E+02
,,21.27,-3.59E+02
,,21.28,-3.54E+02
,,21.29,-3.48E+02
,,21.3,-3.46E+02
,,21.31,-3.45E+02
,,21.32,-3.43E+02
,,21.33,-3.42E+02
,,21.34,-3.41E+02
,,21.35,-3.40E+02
,,21.36,-3.39E+02
,,21.37,-3.39E+02
,,21.38,-3.38E+02
,,21.39,-3.37E+02
,,21.4,-3.35E+02
,,21.41,-3.34E+02
,,21.42,-3.32E+02
,,21.43,-3.30E+02
,,21.44,-3.29E+02
,,21.45,-3.27E+02
,,21.46,-3.26E+02
,,21.47,-3.25E+02
,,21.48,-3.24E+02
,,21.49,-3.24E+02
,,21.5,-3.24E+02
,,21.51,-3.24E+02
,,21.52,-3.24E+02
,,21.53,-3.24E+02
,,21.54,-3.24E+02
,,21.55,-3.23E+02
,,21.56,-3.21E+02
,,21.57,-3.19E+02
,,21.58,-3.17E+02
,,21.59,-3.16E+02
,,21.6,-3.15E+02
,,21.61,-3.14E+02
,,21.62,-3.14E+02
,,21.63,-3.14E+02
,,21.64,-3.13E+02
,,21.65,-3.13E+02
,,21.66,-3.13E+02
,,21.67,-3.12E+02
,,21.68,-3.12E+02
,,21.69,-3.12E+02
,,21.7,-3.11E+02
,,21.71,-3.11E+02
,,21.72,-3.10E+02
,,21.73,-3.09E+02
,,21.74,-3.08E+02
,,21.75,-3.08E+02
,,21.76,-3.07E+02
,,21.77,-3.07E+02
,,21.78,-3.06E+02
,,21.79,-3.06E+02
,,21.8,-3.06E+02
,,21.81,-3.06E+02
,,21.82,-3.06E+02
,,21.83,-3.06E+02
,,21.84,-3.06E+02
,,21.85,-3.06E+02
,,21.86,-3.06E+02
,,21.87,-3.05E+02
,,21.88,-3.03E+02
,,21.89,-3.01E+02
,,21.9,-3.01E+02
,,21.91,-3.00E+02
,,21.92,-2.99E+02
,,21.93,-2.99E+02
,,21.94,-2.99E+02
,,21.95,-2.98E+02
,,21.96,-2.98E+02
,,21.97,-2.98E+02
,,21.98,-2.97E+02
,,21.99,-2.97E+02
,,22,-2.96E+02
,,22.01,-2.96E+02
,,22.02,-2.95E+02
,,22.03,-2.94E+02
,,22.04,-2.94E+02
,,22.05,-2.93E+02
,,22.06,-2.93E+02
,,22.07,-2.92E+02
,,22.08,-2.92E+02
,,22.09,-2.92E+02
,,22.1,-2.92E+02
,,22.11,-2.92E+02
,,22.12,-2.92E+02
,,22.13,-2.92E+02
,,22.14,-2.92E+02
,,22.15,-2.92E+02
,,22.16,-2.92E+02
,,22.17,-2.92E+02
,,22.18,-2.92E+02
,,22.19,-2.88E+02
,,22.2,-2.88E+02
,,22.21,-2.88E+02
,,22.22,-2.88E+02
,,22.23,-2.88E+02
,,22.24,-2.88E+02
,,22.25,-2.88E+02
,,22.26,-2.88E+02
,,22.27,-2.88E+02
,,22.28,-2.86E+02
,,22.29,-2.84E+02
,,22.3,-2.83E+02
,,22.31,-2.83E+02
,,22.32,-2.82E+02
,,22.33,-2.82E+02
,,22.34,-2.82E+02
,,22.35,-2.81E+02
,,22.36,-2.81E+02
,,22.37,-2.81E+02
,,22.38,-2.80E+02
,,22.39,-2.80E+02
,,22.4,-2.80E+02
,,22.41,-2.79E+02
,,22.42,-2.79E+02
,,22.43,-2.79E+02
,,22.44,-2.78E+02
,,22.45,-2.78E+02
,,22.46,-2.78E+02
,,22.47,-2.77E+02
,,22.48,-2.77E+02
,,22.49,-2.77E+02
,,22.5,-2.77E+02
,,22.51,-2.77E+02
,,22.52,-2.77E+02
,,22.53,-2.77E+02
,,22.54,-2.76E+02
,,22.55,-2.76E+02
,,22.56,-2.75E+02
,,22.57,-2.75E+02
,,22.58,-2.74E+02
,,22.59,-2.74E+02
,,22.6,-2.74E+02
,,22.61,-2.73E+02
,,22.62,-2.73E+02
,,22.63,-2.72E+02
,,22.64,-2.72E+02
,,22.65,-2.71E+02
,,22.66,-2.71E+02
,,22.67,-2.70E+02
,,22.68,-2.70E+02
,,22.69,-2.69E+02
,,22.7,-2.68E+02
,,22.71,-2.68E+02
,,22.72,-2.67E+02
,,22.73,-2.66E+02
,,22.74,-2.65E+02
,,22.75,-2.64E+02
,,22.76,-2.64E+02
,,22.77,-2.63E+02
,,22.78,-2.63E+02
,,22.79,-2.63E+02
,,22.8,-2.63E+02
,,22.81,-2.63E+02
,,22.82,-2.63E+02
,,22.83,-2.62E+02
,,22.84,-2.62E+02
,,22.85,-2.61E+02
,,22.86,-2.59E+02
,,22.87,-2.58E+02
,,22.88,-2.56E+02
,,22.89,-2.54E+02
,,22.9,-2.52E+02
,,22.91,-2.50E+02
,,22.92,-2.47E+02
,,22.93,-2.44E+02
,,22.94,-2.41E+02
,,22.95,-2.38E+02
,,22.96,-2.34E+02
,,22.97,-2.30E+02
,,22.98,-2.26E+02
,,22.99,-2.22E+02
,,23,-2.17E+02
,,23.01,-2.11E+02
,,23.02,-2.04E+02
,,23.03,-1.96E+02
,,23.04,-1.89E+02
,,23.05,-1.82E+02
,,23.06,-1.75E+02
,,23.07,-1.70E+02
,,23.08,-1.67E+02
,,23.09,-1.66E+02
,,23.1,-1.66E+02
,,23.11,-1.66E+02
,,23.12,-1.66E+02
,,23.13,-1.66E+02
,,23.14,-1.66E+02
,,23.15,-1.59E+02
,,23.16,-1.45E+02
,,23.17,-1.27E+02
,,23.18,-1.12E+02
,,23.19,-1.06E+02
,,23.2,-1.06E+02
,,23.21,-1.06E+02
,,23.22,-1.06E+02
,,23.23,-1.06E+02
,,23.24,-1.06E+02
,,23.25,-1.06E+02
,,23.26,-1.06E+02
,,23.27,-1.06E+02
,,23.28,-91.85755113
,,23.29,-76.55
,,23.3,-74.32497435
,,23.31,-72.41725823
,,23.32,-70.80727937
,,23.33,-69.47546551
,,23.34,-68.40224436
,,23.35,-67.56804367
,,23.36,-66.95329116
,,23.37,-66.53841456
,,23.38,-66.30384159
,,23.39,-66.23
,,23.4,-66.23
,,23.41,-66.23
,,23.42,-66.23
,,23.43,-66.23
,,23.44,-66.23
,,23.45,-66.23
,,23.46,-66.23
,,23.47,-64.09658757
,,23.48,-59.80761958
,,23.49,-56.53
,,23.5,-55.00117747
,,23.51,-53.79472816
,,23.52,-52.83174732
,,23.53,-52.0333302
,,23.54,-51.32057207
,,23.55,-50.61456817
,,23.56,-49.83641376
,,23.57,-48.90720409
,,23.58,-47.74803442
,,23.59,-46.28
,,23.6,-43.76513761
,,23.61,-39.78909648
,,23.62,-34.75839048
,,23.63,-29.07953353
,,23.64,-23.15903953
,,23.65,-17.40342236
,,23.66,-12.21919592
,,23.67,-8.012874119
,,23.68,-5.190970846
,,23.69,-4.16
,,23.7,-4.16
,,23.71,-4.16
,,23.72,-4.16
,,23.73,-4.16
,,23.74,-4.16
,,23.75,-4.16
,,23.76,-4.16
,,23.77,-4.16
,,23.78,-4.16
,,23.79,64.87
,,23.8,76.71914365
,,23.81,86.74893811
,,23.82,95.09412736
,,23.83,1.02E+02
,,23.84,1.07E+02
,,23.85,1.11E+02
,,23.86,1.14E+02
,,23.87,1.16E+02
,,23.88,1.17E+02
,,23.89,1.18E+02
,,23.9,1.18E+02
,,23.91,1.18E+02
,,23.92,1.17E+02
,,23.93,1.17E+02
,,23.94,1.17E+02
,,23.95,1.16E+02
,,23.96,1.16E+02
,,23.97,1.16E+02
,,23.98,1.15E+02
,,23.99,1.15E+02
,,24,1.12E+02
,,24.01,1.07E+02
,,24.02,1.00E+02
,,24.03,91.97890048
,,24.04,82.95980944
,,24.05,73.99993365
,,24.06,65.80414396
,,24.07,59.07731122
,,24.08,54.52430628
,,24.09,52.85
,,24.1,52.85
,,24.11,51.12914952
,,24.12,46.51727023
,,24.13,39.84037037
,,24.14,31.92445816
,,24.15,23.59554184
,,24.16,15.67962963
,,24.17,9.002729767
,,24.18,4.39085048
,,24.19,2.67
,,24.2,2.67
,,24.21,2.67
,,24.22,2.67
,,24.23,2.67
,,24.24,2.67
,,24.25,2.67
,,24.26,2.67
,,24.27,2.67
,,24.28,26.5267449
,,24.29,53.09
,,24.3,58.15298651
,,24.31,62.53858609
,,24.32,66.28081997
,,24.33,69.41370936
,,24.34,71.97127548
,,24.35,73.98753957
,,24.36,75.49652284
,,24.37,76.53224652
,,24.38,77.12873183
,,24.39,77.32
,,24.4,77.32
,,24.41,77.32
,,24.42,77.32
,,24.43,72.58994169
,,24.44,60.39137026
,,24.45,43.71169096
,,24.46,25.53830904
,,24.47,8.858629738
,,24.48,-3.339941691
,,24.49,-8.07
,,24.5,-6.7232
,,24.51,-3.0676
,,24.52,2.3196
,,24.53,8.8612
,,24.54,15.98
,,24.55,23.0988
,,24.56,29.6404
,,24.57,35.0276
,,24.58,38.6832
,,24.59,40.03
,,24.6,39.18216
,,24.61,36.88088
,,24.62,33.48952
,,24.63,29.37144
,,24.64,24.89
,,24.65,20.40856
,,24.66,16.29048
,,24.67,12.89912
,,24.68,10.59784
,,24.69,9.75
,,24.7,9.75
,,24.71,9.75
,,24.72,9.75
,,24.73,9.75
,,24.74,9.75
,,24.75,7.585729471
,,24.76,1.960788412
,,24.77,-5.823017382
,,24.78,-14.46388212
,,24.79,-22.66
,,24.8,-31.41940544
,,24.81,-42.16183576
,,24.82,-54.20303951
,,24.83,-66.85876524
,,24.84,-79.44476149
,,24.85,-91.27677682
,,24.86,-1.02E+02
,,24.87,-1.10E+02
,,24.88,-1.15E+02
,,24.89,-1.17E+02
,,24.9,-1.16E+02
,,24.91,-1.13E+02
,,24.92,-1.08E+02
,,24.93,-1.02E+02
,,24.94,-95.44
,,24.95,-88.94576
,,24.96,-82.97808
,,24.97,-78.06352
,,24.98,-74.72864
,,24.99,-73.5
,,25,-73.5
,,25.01,-73.5
,,25.02,-73.5
,,25.03,-73.5
,,25.04,-73.5
,,25.05,-73.5
,,25.06,-73.5
,,25.07,-49.68444444
,,25.08,-5.455555556
,,25.09,18.36
,,25.1,16.74328
,,25.11,12.35504
,,25.12,5.88816
,,25.13,-1.96448
,,25.14,-10.51
,,25.15,-19.05552
,,25.16,-26.90816
,,25.17,-33.37504
,,25.18,-37.76328
,,25.19,-39.38
,,25.2,-39.38
,,25.21,-39.38
,,25.22,-39.38
,,25.23,-39.38
,,25.24,-39.38
,,25.25,-39.38
,,25.26,-39.38
,,25.27,-39.38
,,25.28,-31.02
,,25.29,-22.66
,,25.3,-22.66
,,25.31,-22.66
,,25.32,-22.66
,,25.33,-22.66
,,25.34,-22.66
,,25.35,-22.66
,,25.36,-22.66
,,25.37,-22.66
,,25.38,-22.66
,,25.39,2.98
,,25.4,3.921034381
,,25.41,4.696518528
,,25.42,5.322114247
,,25.43,5.813483344
,,25.44,6.186287625
,,25.45,6.456188896
,,25.46,6.638848963
,,25.47,6.749929632
,,25.48,6.805092709
,,25.49,6.82
,,25.5,6.681059197
,,25.51,6.295366033
,,25.52,5.709614377
,,25.53,4.970498098
,,25.54,4.124711066
,,25.55,3.218947148
,,25.56,2.299900213
,,25.57,1.414264131
,,25.58,0.60873277
,,25.59,-0.07
,,25.6,-0.70449277
,,25.61,-1.389944131
,,25.62,-2.098620213
,,25.63,-2.802787148
,,25.64,-3.474711066
,,25.65,-4.086658098
,,25.66,-4.610894377
,,25.67,-5.019686033
,,25.68,-5.285299197
,,25.69,-5.38
,,25.7,-5.38
,,25.71,-5.192167889
,,25.72,-4.683019709
,,25.73,-3.934077692
,,25.74,-3.02686407
,,25.75,-2.042901076
,,25.76,-1.06371094
,,25.77,-0.170815894
,,25.78,0.55426183
,,25.79,1.03
,,25.8,1.350314396
,,25.81,1.659864724
,,25.82,1.953244644
,,25.83,2.225047815
,,25.84,2.469867895
,,25.85,2.682298543
,,25.86,2.856933419
,,25.87,2.988366181
,,25.88,3.071190488
,,25.89,3.1
,,25.9,2.97008
,,25.91,2.61744
,,25.92,2.09776
,,25.93,1.46672
,,25.94,0.78
,,25.95,0.09328
,,25.96,-0.53776
,,25.97,-1.05744
,,25.98,-1.41008
,,25.99,-1.54
,,26,-1.54
,,26.01,-1.54
,,26.02,-1.54
,,26.03,-0.728483965
,,26.04,1.364373178
,,26.05,4.226034985
,,26.06,7.343965015
,,26.07,10.20562682
,,26.08,12.29848397
,,26.09,13.11
,,26.1,12.95292
,,26.11,12.52656
,,26.12,11.89824
,,26.13,11.13528
,,26.14,10.305
,,26.15,9.47472
,,26.16,8.71176
,,26.17,8.08344
,,26.18,7.65708
,,26.19,7.5
,,26.2,7.5
,,26.21,7.5
,,26.22,7.5
,,26.23,7.5
,,26.24,7.5
,,26.25,7.5
,,26.26,7.5
,,26.27,7.5
,,26.28,4.05
,,26.29,0.6
,,26.3,0.6
,,26.31,0.6
,,26.32,0.6
,,26.33,0.6
,,26.34,0.6
,,26.35,-0.45976
,,26.36,-2.98688
,,26.37,-6.00312
,,26.38,-8.53024
,,26.39,-9.59
,,26.4,-9.3576
,,26.41,-8.7268
,,26.42,-7.7972
,,26.43,-6.6684
,,26.44,-5.44
,,26.45,-4.2116
,,26.46,-3.0828
,,26.47,-2.1532
,,26.48,-1.5224
,,26.49,-1.29
,,26.5,-1.7002
,,26.51,-2.8136
,,26.52,-4.4544
,,26.53,-6.4468
,,26.54,-8.615
,,26.55,-10.7832
,,26.56,-12.7756
,,26.57,-14.4164
,,26.58,-15.5298
,,26.59,-15.94
,,26.6,-15.94
,,26.61,-15.94
,,26.62,-15.94
,,26.63,-15.94
,,26.64,-15.94
,,26.65,-15.94
,,26.66,-15.94
,,26.67,-23.37969831
,,26.68,-38.40161885
,,26.69,-50.06
,,26.7,-56.26761965
,,26.71,-62.17843105
,,26.72,-67.70843566
,,26.73,-72.77363493
,,26.74,-77.29003032
,,26.75,-81.17362329
,,26.76,-84.34041528
,,26.77,-86.70640776
,,26.78,-88.18760218
,,26.79,-88.7
,,26.8,-88.57008
,,26.81,-88.21744
,,26.82,-87.69776
,,26.83,-87.06672
,,26.84,-86.38
,,26.85,-85.69328
,,26.86,-85.06224
,,26.87,-84.54256
,,26.88,-84.18992
,,26.89,-84.06
,,26.9,-84.06
,,26.91,-84.06
,,26.92,-84.06
,,26.93,-84.06
,,26.94,-84.06
,,26.95,-84.06
,,26.96,-84.06
,,26.97,-84.06
,,26.98,-84.06
,,26.99,-50
,,27,-34.94992166
,,27.01,-21.84004308
,,27.02,-10.50062921
,,27.03,-0.761945002
,,27.04,7.545744591
,,27.05,14.59217462
,,27.06,20.54708012
,,27.07,25.58019616
,,27.08,29.86125777
,,27.09,33.56
,,27.1,36.97777033
,,27.11,40.26652595
,,27.12,43.37191652
,,27.13,46.23959169
,,27.14,48.81520112
,,27.15,51.04439446
,,27.16,52.87282136
,,27.17,54.24613149
,,27.18,55.10997448
,,27.19,55.41
,,27.2,55.41
,,27.21,55.41
,,27.22,55.41
,,27.23,55.41
,,27.24,55.41
,,27.25,55.41
,,27.26,55.41
,,27.27,55.41
,,27.28,31.76
,,27.29,8.11
,,27.3,8.11
,,27.31,8.164183813
,,27.32,8.309396433
,,27.33,8.51962963
,,27.34,8.768875171
,,27.35,9.031124829
,,27.36,9.28037037
,,27.37,9.490603567
,,27.38,9.635816187
,,27.39,9.69
,,27.4,9.3484
,,27.41,8.4212
,,27.42,7.0548
,,27.43,5.3956
,,27.44,3.59
,,27.45,1.7844
,,27.46,0.1252
,,27.47,-1.2412
,,27.48,-2.1684
,,27.49,-2.51
,,27.5,-2.25212
,,27.51,-1.55216
,,27.52,-0.52064
,,27.53,0.73192
,,27.54,2.095
,,27.55,3.45808
,,27.56,4.71064
,,27.57,5.74216
,,27.58,6.44212
,,27.59,6.7
,,27.6,6.7
,,27.61,6.7
,,27.62,6.7
,,27.63,6.886122449
,,27.64,7.366122449
,,27.65,8.02244898
,,27.66,8.73755102
,,27.67,9.393877551
,,27.68,9.873877551
,,27.69,10.06
,,27.7,9.785039833
,,27.71,9.037074963
,,27.72,7.931478833
,,27.73,6.583624889
,,27.74,5.108886574
,,27.75,3.622637333
,,27.76,2.240250611
,,27.77,1.077099852
,,27.78,0.2485585
,,27.79,-0.13
,,27.8,-0.2403185
,,27.81,-0.340779852
,,27.82,-0.430970611
,,27.83,-0.510477333
,,27.84,-0.578886574
,,27.85,-0.635784889
,,27.86,-0.680758833
,,27.87,-0.713394963
,,27.88,-0.733279833
,,27.89,-0.74
,,27.9,-0.74
,,27.91,-0.74
,,27.92,-0.74
,,27.93,-0.74
,,27.94,-0.74
,,27.95,-0.69008
,,27.96,-0.57104
,,27.97,-0.42896
,,27.98,-0.30992
,,27.99,-0.26
,,28,-0.36416
,,28.01,-0.64688
,,28.02,-1.06352
,,28.03,-1.56944
,,28.04,-2.12
,,28.05,-2.67056
,,28.06,-3.17648
,,28.07,-3.59312
,,28.08,-3.87584
,,28.09,-3.98
,,28.1,-3.86884
,,28.11,-3.56712
,,28.12,-3.12248
,,28.13,-2.58256
,,28.14,-1.995
,,28.15,-1.40744
,,28.16,-0.86752
,,28.17,-0.42288
,,28.18,-0.12116
,,28.19,-0.01
,,28.2,-0.01
,,28.21,-0.01
,,28.22,-0.01
,,28.23,-0.01
,,28.24,-0.01
,,28.25,-0.01
,,28.26,-0.01
,,28.27,-0.01
,,28.28,3.712453952
,,28.29,8.11
,,28.3,9.301018834
,,28.31,10.21372781
,,28.32,10.90815823
,,28.33,11.44434137
,,28.34,11.88230854
,,28.35,12.28209103
,,28.36,12.70372012
,,28.37,13.20722712
,,28.38,13.85264332
,,28.39,14.7
,,28.4,15.99535326
,,28.41,17.83747182
,,28.42,20.06545592
,,28.43,22.5184058
,,28.44,25.0354217
,,28.45,27.45560386
,,28.46,29.61805254
,,28.47,31.36186795
,,28.48,32.52615036
,,28.49,32.95
,,28.5,32.95
,,28.51,32.95
,,28.52,32.95
,,28.53,32.95
,,28.54,32.95
,,28.55,32.95
,,28.56,32.95
,,28.57,32.95
,,28.58,32.95
,,28.59,64.44
,,28.6,69.96919302
,,28.61,74.35869829
,,28.62,77.78829929
,,28.63,80.43777951
,,28.64,82.48692244
,,28.65,84.11551158
,,28.66,85.50333042
,,28.67,86.83016244
,,28.68,88.27579114
,,28.69,90.02
,,28.7,92.04467569
,,28.71,94.16358627
,,28.72,96.30433736
,,28.73,98.39453456
,,28.74,1.00E+02
,,28.75,1.02E+02
,,28.76,1.04E+02
,,28.77,1.05E+02
,,28.78,1.06E+02
,,28.79,1.06E+02
,,28.8,1.06E+02
,,28.81,1.06E+02
,,28.82,1.06E+02
,,28.83,1.05E+02
,,28.84,1.05E+02
,,28.85,1.05E+02
,,28.86,1.05E+02
,,28.87,1.05E+02
,,28.88,1.05E+02
,,28.89,1.05E+02
,,28.9,1.05E+02
,,28.91,1.04E+02
,,28.92,1.04E+02
,,28.93,1.03E+02
,,28.94,1.03E+02
,,28.95,1.01E+02
,,28.96,1.00E+02
,,28.97,99.102641
,,28.98,97.80593738
,,28.99,96.49
,,29,94.72691576
,,29.01,92.211857
,,29.02,89.16565452
,,29.03,85.80913912
,,29.04,82.3631416
,,29.05,79.04849275
,,29.06,76.08602337
,,29.07,73.69656425
,,29.08,72.1009462
,,29.09,71.52
,,29.1,72.4804
